the brother that knows the man stops the father,DP,masculine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,subject,yes,yes,,
a son that meets the farmer blocks a students,DP,masculine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,subject,yes,yes,,
the actor that stops the brother interrupts the girl,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,subject,yes,yes,,
the friend that defends the farmer interrupts the women,DP,masculine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,subject,yes,yes,,
the man that knows the fathers blocks the student,DP,masculine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,subject,yes,yes,,
brother that observes the actors blocks sister,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,subject,yes,yes,,
the friend that watches the farmers ignores the women,DP,masculine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,subject,yes,yes,,
a father that greets the actress blocks a farmer,DP,masculine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,subject,yes,yes,,
the student that welcomes the sister interrupts the farmers,DP,masculine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,subject,yes,yes,,
a farmer that welcomes the student defends an actress,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,subject,yes,yes,,
brother that watches the woman knows farmers,DP,masculine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,subject,yes,yes,,
a student that welcomes the mothers defends an actor,DP,masculine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,subject,yes,yes,,
brother that blocks the friends greets fathers,DP,masculine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,subject,yes,yes,,
the man that defends the farmers welcomes the mother,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,subject,yes,yes,,
the student that greets the women welcomes the daughters,DP,masculine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,subject,yes,yes,,
an actress that welcomes the student ignores a farmer,DP,feminine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,subject,yes,yes,,
the student that welcomes the father stops the friends,DP,feminine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,subject,yes,yes,,
